,Unnamed: 0,vol_id,page_seq,entity,type,lat,lng,amount
2768340,2768464,nc01.ark:/13960/t3mw3rp2b,152,Mississippi,LOCATION,32.9715285,-89.7348497,2.0
113470,113471,mdp.39015012057637,55,Houston,LOCATION,29.7589382,-95.3676974,2.0
165680,165681,mdp.39015014891447,307,Place de Gréve,LOCATION,48.85659475,2.351437665442285,1.0
1018059,1018084,mdp.39015028095795,338,la rue Romain,LOCATION,50.3479747,2.8905687,1.0
403637,403645,mdp.39015081383146,70,Nassau,LOCATION,25.0783456,-77.3383331,1.0
2614952,2615067,uc1.32106002158183,416,Houston,LOCATION,29.7589382,-95.3676974,2.0
1363152,1363201,uc1.$b312803,223,Harlem,LOCATION,40.8078786,-73.9454154,13.0
1664934,1665021,uva.x006115119,189,Earth,LOCATION,34.2331373,-102.4107493,1.0
2639737,2639852,mdp.39015002215245,121,Black Belt,LOCATION,53.9575109,27.6152181,1.0
566403,566420,mdp.39015001145047,366,Paris,LOCATION,48.8588897,2.3200410217200766,15.0
2030662,2030755,uc1.$b119911,66,Lotus Gardens,LOCATION,-25.7483451,28.078317214107177,1.0
958110,958135,umn.31951002320734j,350,Richmond,LOCATION,37.5385087,-77.43428,5.0
1304226,1304275,uva.x030788124,233,Massachusetts,LOCATION,42.3788774,-72.032366,2.0
2581757,2581872,mdp.39015002741620,258,Lilita,LOCATION,32.483749,-88.1283561,1.0
299671,299676,osu.32435018054957,24,Bermuda,LOCATION,32.3018217,-64.7603583,2.0
2144262,2144355,mdp.39015059415839,269,Nashville,LOCATION,36.1622767,-86.7742984,1.0
2765545,2765669,nc01.ark:/13960/t3mw3rp2b,33,Africa,LOCATION,11.5024338,17.7578122,7.0
2460591,2460699,mdp.39015013742807,255,Wellington,LOCATION,-41.2887953,174.7772114,2.0
38222,38223,mdp.39015015209623,110,Wiltwyck,LOCATION,51.906699450000005,1.0030993090928888,1.0
2652148,2652263,mdp.39015013331627,104,Manchuria,LOCATION,-9.2079909,-76.1651529,1.0
1286296,1286345,mdp.39015010399841,400,Moscow,LOCATION,55.7504461,37.6174943,1.0
1551867,1551916,loc.ark:/13960/t9r21t21g,50,United States,LOCATION,39.7837304,-100.445882,9.0
1804886,1804975,mdp.39015066059711,124,Pittsburgh,LOCATION,40.4416941,-79.9900861,1.0
930806,930831,uva.x000652535,249,Vicksburg,LOCATION,32.3528055,-90.8777342,1.0
215539,215541,osu.32435055405872,118,New York City,LOCATION,40.7127281,-74.0060152,3.0
539820,539833,uc1.$b323002,108,Beulah,LOCATION,47.26334,-101.777946,1.0
2251796,2251892,uc1.$b63692,268,Hotel Royal,LOCATION,56.1573317,10.2095518,1.0
534736,534748,mdp.39015009022487,207,Quaker City,LOCATION,40.6595372,-75.8788115,1.0
1987082,1987175,txu.059173005430726,414,Hollywood Babylon,LOCATION,45.5374569,-122.6165809,1.0
1139933,1139958,inu.32000003479633,95,Winchester,LOCATION,51.0612766,-1.3131692,1.0
499639,499650,mdp.39015016452453,191,Charleston,LOCATION,32.7876012,-79.9402728,1.0
1723918,1724005,mdp.39015011359729,65,Harlem,LOCATION,40.8078786,-73.9454154,13.0
304082,304087,osu.32435018054957,319,Public Garden,LOCATION,18.00894995,79.560171880827,1.0
984327,984352,uc1.b3711043,7,LONDON,LOCATION,51.5073219,-0.1276474,1.0
255970,255972,mdp.39015019145260,376,Tuscaloosa,LOCATION,33.2095614,-87.5675258,1.0
1612439,1612488,mdp.39015028718305,222,Paris,LOCATION,48.8588897,2.3200410217200766,15.0
2436678,2436786,uc1.b4368522,60,Zurich,LOCATION,47.3744489,8.5410422,1.0
2089610,2089703,mdp.39015014135803,269,El Indio,LOCATION,29.312298,-105.5449247,1.0
1300943,1300992,uva.x030788124,115,Corinth,LOCATION,34.9343599,-88.5223353,1.0
833780,833805,mdp.39015018046923,273,Auburn Avenue,LOCATION,32.5664877,-85.6651796,1.0
2549916,2550031,uc2.ark:/13960/t88g8g708,507,Cincinnati,LOCATION,39.1014537,-84.5124602,2.0
160594,160595,mdp.39015014891447,173,Mars,LOCATION,45.022172,4.3221548,2.0
80282,80283,uc1.32106007393728,231,Boulevard,LOCATION,32.6636712,-116.273629,1.0
2572579,2572694,uc2.ark:/13960/t6k06z120,154,Canada,LOCATION,61.0666922,-107.991707,2.0
851683,851708,mdp.39015014637402,360,Chicago,LOCATION,41.8755616,-87.6244212,11.0
2769904,2770028,nc01.ark:/13960/t3mw3rp2b,218,Iola,LOCATION,37.9244799,-95.3999814,3.0
1229742,1229790,mdp.39015028485905,216,Michigan,LOCATION,43.6211955,-84.6824346,2.0
2560091,2560206,txu.059173025245647,309,Oregon,LOCATION,43.9792797,-120.737257,1.0
2576575,2576690,mdp.39015002741620,36,Asuncion,LOCATION,-25.2800459,-57.6343814,2.0
222886,222888,njp.32101068170834,265,Penn,LOCATION,51.6347857,-0.6655724656040267,1.0
2353270,2353367,uc1.b4095384,121,New York,LOCATION,40.7127281,-74.0060152,13.0
914697,914722,mdp.39015066051023,348,Tongo,LOCATION,-19.9160819,-175.202642,1.0
2235541,2235636,mdp.39015020852250,105,Virginia,LOCATION,37.1232245,-78.4927721,3.0
2096540,2096633,uc1.32106012297450,59,Beaumont,LOCATION,30.0860459,-94.1018461,1.0
2210584,2210679,uc1.$b401343,234,Tenaza,LOCATION,23.0350378,-81.5809383,1.0
287071,287076,uva.x000457192,101,New York,LOCATION,40.7127281,-74.0060152,13.0
1554184,1554233,loc.ark:/13960/t9r21t21g,242,Ohio,LOCATION,40.2253569,-82.6881395,2.0
2388806,2388911,uc2.ark:/13960/t4kk94s0d,22,Canal Street,LOCATION,40.7186195,-74.0007681,1.0
1045354,1045379,umn.31951002078879g,59,Europe,LOCATION,51.0,10.0,4.0
2135111,2135204,mdp.39015040116777,344,New Haven,LOCATION,41.3082138,-72.9250518,1.0
1917832,1917922,uc1.$b799792,78,Garies,LOCATION,43.8069444,1.0316667,1.0
328407,328414,uc2.ark:/13960/t02z12t8w,131,West,LOCATION,0.5090396,34.5731341,1.0
1278643,1278692,mdp.39015010399841,205,Istanbul,LOCATION,41.0091982,28.9662187,1.0
949627,949652,umn.31951002320734j,36,Richmond,LOCATION,37.5385087,-77.43428,5.0
2232499,2232594,uc1.$b401346,530,Qana,LOCATION,8.0300284,-1.0800271,1.0
2641903,2642018,mdp.39015002215245,279,Harlem,LOCATION,40.8078786,-73.9454154,13.0
1622040,1622089,uc1.$b76124,201,Boston,LOCATION,42.3602534,-71.0582912,3.0
1186392,1186417,mdp.39015001511172,53,New Orleans,LOCATION,29.9759983,-90.0782127,7.0
2744017,2744141,hvd.32044019565514,179,Mount Vernon,LOCATION,38.3172715,-88.9031201,1.0
1685672,1685759,uc1.$b87048,254,Ohio,LOCATION,40.2253569,-82.6881395,2.0
1490530,1490579,mdp.39015004753730,250,New York,LOCATION,40.7127281,-74.0060152,13.0
1791262,1791351,mdp.39015022276797,67,Montgomery,LOCATION,32.3669656,-86.3006485,2.0
1321244,1321293,uc1.b3711121,412,Wakefield,LOCATION,53.6829541,-1.4967286,1.0
58300,58301,miun.afb3853.0001.001,330,Coushatta,LOCATION,32.0148834,-93.3421165,1.0
2654225,2654340,mdp.39015013331627,175,Asia,LOCATION,51.2086975,89.2343748,3.0
2506367,2506482,mdp.39015004764927,342,Canaan,LOCATION,43.647007,-72.013321,1.0
572330,572347,mdp.39015004315027,108,Central Park,LOCATION,40.7827725,-73.9653627406542,1.0
25859,25860,njp.32101066122597,54,South,LOCATION,36.638392,127.6961188,14.0
1623380,1623429,uc1.$b76124,243,Boston,LOCATION,42.3602534,-71.0582912,3.0
2798493,2798617,nc01.ark:/13960/t3hx2p070,273,Wellington,LOCATION,-41.2887953,174.7772114,2.0
1358334,1358383,uc1.$b312803,85,Atlanta,LOCATION,33.7489924,-84.3902644,8.0
1553207,1553256,loc.ark:/13960/t9r21t21g,166,Calias,LOCATION,52.281307,-1.3530116,2.0
2205079,2205174,uc1.$b401343,53,Aux Cayes,LOCATION,50.165289900000005,-66.37398170232912,1.0
1037779,1037804,mdp.39015011800169,18,Gloucester,LOCATION,51.8653705,-2.2458192,1.0
2662979,2663094,mdp.39015030202835,148,Belton,LOCATION,31.0560132,-97.464453,1.0
2437423,2437531,uc1.b4368522,80,France,LOCATION,46.603354,1.8883335,5.0
419006,419015,uva.x004346812,68,Eighth Avenue,LOCATION,54.8567217,-1.5852968,1.0
2437611,2437719,uc1.b4368522,86,Munich,LOCATION,48.1371079,11.5753822,2.0
1852292,1852381,mdp.39015003640045,126,China,LOCATION,35.000074,104.999927,2.0
1401478,1401527,mdp.39015014862448,175,Alexandria,LOCATION,31.199004,29.894378,1.0
2218846,2218941,uc1.$b401346,49,Rome,LOCATION,41.8933203,12.4829321,1.0
71676,71677,uc1.$b808977,278,Odessa,LOCATION,46.4843023,30.7322878,1.0
54971,54972,miun.afb3853.0001.001,232,New Orleans,LOCATION,29.9759983,-90.0782127,7.0
2574817,2574932,uc2.ark:/13960/t6k06z120,243,Underground Railroad,LOCATION,44.2994485,-73.0334429,1.0
1454876,1454925,mdp.39015001816555,31,Fort Leonard Wood,LOCATION,37.701139999999995,-92.16933029454009,1.0
47365,47366,mdp.39015015209623,423,Harlem,LOCATION,40.8078786,-73.9454154,13.0
1957985,1958075,inu.39000005850206,196,Alabama,LOCATION,33.2588817,-86.8295337,2.0
19650,19651,uc1.32106002160320,19,St. Germain des Pres,LOCATION,45.3419501,0.9912891,1.0
2735686,2735810,uiug.30112002544713,30,Norfolk,LOCATION,52.666667,1.0,1.0
314442,314447,mdp.39015012856574,139,South,LOCATION,36.638392,127.6961188,14.0
1462051,1462100,mdp.39015073389192,110,Cheatham,LOCATION,34.1045559,-94.4682667,1.0
1529116,1529165,emu.010000426223,161,Russia,LOCATION,64.6863136,97.7453061,1.0
1832027,1832116,mdp.39015000536758,399,Kerman,LOCATION,29.571858,57.301047,3.0
1178945,1178970,uc1.$b805688,208,India,LOCATION,22.3511148,78.6677428,1.0
492078,492089,uc1.$b312452,187,WASHINGTON,LOCATION,38.8950368,-77.0365427,1.0
952289,952314,umn.31951002320734j,143,America,LOCATION,51.4371483,5.9799001,12.0
2769367,2769491,nc01.ark:/13960/t3mw3rp2b,196,Iola,LOCATION,37.9244799,-95.3999814,3.0
1054493,1054518,miun.abw7392.0001.001,158,Cuba,LOCATION,23.0131338,-80.8328748,3.0
2741804,2741928,hvd.32044019565514,67,Mansion House,LOCATION,51.5118924,-0.0952228,1.0
2763193,2763317,uc1.31822021280524,86,Madison Square Garden,LOCATION,40.750512900000004,-73.99351594545152,1.0
2664170,2664288,mdp.39015030202835,217,United States,LOCATION,39.7837304,-100.445882,9.0
1210211,1210259,mdp.39015002318718,112,New York,LOCATION,40.7127281,-74.0060152,13.0
2742823,2742947,hvd.32044019565514,117,New England,LOCATION,44.2057083,-70.75378387447887,3.0
500665,500676,mdp.39015016452453,222,Cincinnati,LOCATION,39.1014537,-84.5124602,2.0
1489931,1489980,mdp.39015004753730,230,Georgia,LOCATION,32.3293809,-83.1137366,4.0
1328505,1328554,uc1.b3711124,96,Forest City,LOCATION,43.2624559,-93.6371591,1.0
94952,94953,uc1.b5521446,132,Kansas,LOCATION,38.27312,-98.5821872,1.0
912594,912619,mdp.39015066051023,270,New York,LOCATION,40.7127281,-74.0060152,13.0
1070268,1070293,mdp.39015030113503,137,Ireland,LOCATION,52.865196,-7.9794599,1.0
1370350,1370399,mdp.39015028489303,120,Beatrice,LOCATION,40.266429,-96.747369,1.0
1229383,1229431,mdp.39015028485905,190,Indiana,LOCATION,40.3270127,-86.1746933,1.0
498719,498730,mdp.39015016452453,159,Chicago,LOCATION,41.8755616,-87.6244212,11.0
289937,289942,uva.x000457192,201,Red Brook,LOCATION,41.8840463,-80.8529525,1.0
2667248,2667366,uc2.ark:/13960/t58c9rn7v,129,Louisiana,LOCATION,30.8703881,-92.007126,3.0
418362,418371,uva.x004346812,50,South,LOCATION,36.638392,127.6961188,14.0
1760577,1760664,mdp.39015020648625,48,Pasadena,LOCATION,34.1476452,-118.1444779,1.0
20001,20002,uc1.32106002160320,47,Paris,LOCATION,48.8588897,2.3200410217200766,15.0
1611521,1611570,mdp.39015028718305,182,Paris,LOCATION,48.8588897,2.3200410217200766,15.0
1740162,1740249,uva.x000951729,193,America,LOCATION,51.4371483,5.9799001,12.0
567433,567450,mdp.39015046746957,17,Africa,LOCATION,11.5024338,17.7578122,7.0
2641847,2641962,mdp.39015002215245,276,Harlem,LOCATION,40.8078786,-73.9454154,13.0
446804,446815,uc1.32106002116413,118,Georgia,LOCATION,32.3293809,-83.1137366,4.0
2741207,2741331,hvd.32044019565514,43,Washington,LOCATION,38.8950368,-77.0365427,4.0
795747,795766,uc1.b3462818,116,Hars,LOCATION,32.1139976,35.1406093,2.0
1893000,1893090,mdp.39015008629795,207,Chinatown,LOCATION,40.7164913,-73.9962504,2.0
2567291,2567406,uc1.32106016182757,200,Sofia,LOCATION,-15.2538402,48.2562163,2.0
2602225,2602340,uc1.32106002158183,130,New York City,LOCATION,40.7127281,-74.0060152,3.0
2674305,2674423,mdp.39015053538297,52,United States,LOCATION,39.7837304,-100.445882,9.0
1282885,1282934,mdp.39015010399841,313,Orient,LOCATION,21.82707225,83.90998722276453,1.0
2687568,2687686,mdp.39015043798431,168,Elmira Theater,LOCATION,43.41248375,24.61619108468575,1.0
321644,321651,mdp.39015028686486,159,Frisco,LOCATION,33.1506744,-96.8236116,1.0
1169977,1170002,mdp.39015003977678,49,San Pedro,LOCATION,5.014152,-6.940223716273168,1.0
1993609,1993702,txu.059173005430726,621,Nuevo Laredo,LOCATION,27.4761506,-99.5185992,1.0
1669149,1669236,uva.x000221395,167,Frankfurt,LOCATION,50.1106444,8.6820917,1.0
430452,430461,nnc1.50042178,52,Savna,LOCATION,48.8716911,23.7458762,1.0
399285,399292,mdp.39015048899069,46,Abeba,LOCATION,48.7424682,17.8391569,1.0
2015905,2015998,mdp.39015002340217,204,Mukedi,LOCATION,-5.6439508,19.7717543,1.0
1478973,1479022,hvd.32044021096433,156,Croton,LOCATION,41.2083836,-73.8901688,1.0
1599277,1599326,hvd.32044010537264,41,Yankee,LOCATION,36.9450241,-104.3280387,1.0
122052,122053,mdp.39015012057637,297,Africa,LOCATION,11.5024338,17.7578122,7.0
2744749,2744873,hvd.32044019565514,205,Washington,LOCATION,38.8950368,-77.0365427,4.0
136764,136765,mdp.39015053394667,247,Harlem,LOCATION,40.8078786,-73.9454154,13.0
1742850,1742937,uva.x000951729,262,China,LOCATION,35.000074,104.999927,2.0
2767369,2767493,nc01.ark:/13960/t3mw3rp2b,109,New England,LOCATION,44.2057083,-70.75378387447887,3.0
713620,713639,mdp.39015046816164,198,Baton Rouge,LOCATION,30.4459596,-91.18738,2.0
2107652,2107745,miun.abr7583.0001.001,142,Washington,LOCATION,38.8950368,-77.0365427,4.0
1833092,1833181,mdp.39015000536758,425,Morton,LOCATION,37.1960735,-101.8099541,1.0
426923,426932,uva.x004346812,291,St. Louis,LOCATION,38.6264256,-90.1995853,4.0
934286,934311,mdp.39015029749507,69,America,LOCATION,51.4371483,5.9799001,12.0
2093819,2093912,mdp.39015014135803,385,Las Casas,LOCATION,39.0319997,-3.985291,2.0
2464434,2464542,mdp.39015014862489,104,Asia,LOCATION,51.2086975,89.2343748,3.0
934902,934927,mdp.39015029749507,92,Tennessee,LOCATION,35.7730076,-86.2820081,1.0
2336180,2336277,osu.32435018561423,229,Africa,LOCATION,11.5024338,17.7578122,7.0
1403305,1403354,mdp.39015014862448,222,Northern States,LOCATION,16.82546645,96.14495727167608,1.0
121169,121170,mdp.39015012057637,270,United States,LOCATION,39.7837304,-100.445882,9.0
2687544,2687662,mdp.39015043798431,165,River Road,LOCATION,48.0704135,-123.12674802721402,1.0
822384,822409,mdp.39015042824089,170,Alabama,LOCATION,33.2588817,-86.8295337,2.0
1283196,1283245,mdp.39015010399841,320,Marengo,LOCATION,32.201002,-87.7569365,1.0
926040,926065,mdp.39015034518962,162,New York,LOCATION,40.7127281,-74.0060152,13.0
138505,138506,mdp.39015053394543,34,Pacific,LOCATION,47.2640129,-122.2485492,1.0
2186390,2186485,hvd.32044010288199,126,Charlotte,LOCATION,35.2272086,-80.8430827,3.0
274072,274077,uc1.$b404100,171,Montgomery,LOCATION,32.3669656,-86.3006485,2.0
1251010,1251059,dul1.ark:/13960/t6vx6fj7q,201,Dead - Washington,LOCATION,46.7855009,-121.7449898,1.0
1970505,1970595,uc1.b3435126,243,Potomac,LOCATION,39.0180508,-77.1956331355745,2.0
1974149,1974239,txu.059173005430726,43,Mexico,LOCATION,23.6585116,-102.0077097,3.0
288502,288507,uva.x000457192,153,Romany Road,LOCATION,52.4764467,1.7036529,1.0
1082379,1082404,mdp.39015011802579,83,Third Avenue,LOCATION,40.8114284,-73.9264932,1.0
1355320,1355369,mdp.39015030113016,527,New Orleans,LOCATION,29.9759983,-90.0782127,7.0
2413275,2413383,uc1.b3973268,154,Charlotte,LOCATION,35.2272086,-80.8430827,3.0
2554745,2554860,txu.059173025245647,149,Asuncion,LOCATION,-25.2800459,-57.6343814,2.0
939114,939139,osu.32435067037739,143,Coney Island,LOCATION,40.575929599999995,-73.99219633010372,1.0
1212158,1212206,umn.31951002374036t,11,Seventh Avenue,LOCATION,54.8577265,-1.584419,1.0
2128070,2128163,mdp.39015040116777,130,Atlantic Ocean,LOCATION,13.581921,-38.320312,1.0
2664719,2664837,mdp.39015030202835,273,Texas,LOCATION,31.2638905,-98.5456116,2.0
2507305,2507420,uiug.30112001309258,37,Harlem,LOCATION,40.8078786,-73.9454154,13.0
2353945,2354042,uc1.b4095384,136,New York City,LOCATION,40.7127281,-74.0060152,3.0
1720586,1720673,mdp.39015041189922,259,Florence,LOCATION,43.7698712,11.2555757,3.0
2413408,2413516,uc1.b3973268,159,Waterloo,LOCATION,42.4979693,-92.3329637,1.0
1164793,1164818,nc01.ark:/13960/t9p279r4b,243,Wilmington,LOCATION,39.7459468,-75.546589,2.0
270194,270196,uc1.$b404100,21,South,LOCATION,36.638392,127.6961188,14.0
472469,472480,txu.059173018339015,50,Trench Town,LOCATION,17.9841723,-76.8057525,1.0
1020562,1020587,mdp.39015037423764,176,Atlanta,LOCATION,33.7489924,-84.3902644,8.0
2046108,2046201,mdp.39015014135811,111,Chicago,LOCATION,41.8755616,-87.6244212,11.0
1610963,1611012,mdp.39015028718305,162,Paris,LOCATION,48.8588897,2.3200410217200766,15.0
2402621,2402729,mdp.39015002375338,340,Venice,LOCATION,45.4371908,12.3345898,1.0
1714581,1714668,mdp.39015041189922,64,Florence,LOCATION,43.7698712,11.2555757,3.0
2685692,2685810,mdp.39015043798431,81,Kentucky,LOCATION,37.5726028,-85.1551411,1.0
2400967,2401075,mdp.39015002375338,292,Orleanais,LOCATION,45.5408329,4.859216524821246,1.0
495539,495550,mdp.39015016452453,53,U.S.,LOCATION,48.6840674,9.009582476304603,1.0
2420639,2420747,uc1.b3973268,348,Luanda,LOCATION,-8.8272699,13.2439512,1.0
2234675,2234770,mdp.39015020852250,69,Virginia,LOCATION,37.1232245,-78.4927721,3.0
47560,47561,mdp.39015015209623,430,Harlem,LOCATION,40.8078786,-73.9454154,13.0
317966,317971,mdp.39015012856574,279,Georgia,LOCATION,32.3293809,-83.1137366,4.0
2681302,2681420,mdp.39015053538297,256,La Branche,LOCATION,30.0515911,-90.3686924,1.0
649145,649163,uva.x030749476,314,Oi King Alpha,LOCATION,47.5250307,-121.8192548,1.0
2277937,2278033,mdp.39015054037372,94,New York,LOCATION,40.7127281,-74.0060152,13.0
1307115,1307164,uc1.b3711121,35,Florence,LOCATION,43.7698712,11.2555757,3.0
2402028,2402136,mdp.39015002375338,325,New Orleanais,LOCATION,46.159179,-1.1840797,1.0
2089470,2089563,mdp.39015014135803,265,Paris,LOCATION,48.8588897,2.3200410217200766,15.0
244325,244327,mdp.39015053121862,30,Pisa,LOCATION,43.7159395,10.4018624,1.0
855654,855679,mdp.39015014637402,462,Forbes,LOCATION,45.9435847,-98.7820478,1.0
2674320,2674438,mdp.39015053538297,53,Louisiana,LOCATION,30.8703881,-92.007126,3.0
2329477,2329574,mdp.39015020712173,288,United States,LOCATION,39.7837304,-100.445882,9.0
1983993,1984086,txu.059173005430726,327,Mexico,LOCATION,23.6585116,-102.0077097,3.0
896316,896341,uc1.$b803101,116,Rosebud Country,LOCATION,33.8651926,-79.0470639,1.0
34108,34109,uc1.a0011554979,136,South,LOCATION,36.638392,127.6961188,14.0
2508850,2508965,uiug.30112001309258,107,Radio City,LOCATION,46.5601114,15.6428243,1.0
1303989,1304038,uva.x030788124,225,Near East,LOCATION,37.966919000000004,23.76231380476966,1.0
1340576,1340625,mdp.39015030113016,84,France,LOCATION,46.603354,1.8883335,5.0
311865,311870,mdp.39015012856574,22,Minnesota,LOCATION,45.9896587,-94.6113288,2.0
149409,149410,mdp.39015035342958,128,Miranda,LOCATION,10.25,-66.416667,1.0
401819,401826,mdp.39015048899069,170,Brooklyn,LOCATION,40.6526006,-73.9497211,3.0
133562,133563,mdp.39015053394667,125,Riverside Drive,LOCATION,40.8482223,-73.9433851,1.0
368262,368269,uc1.$b610326,92,New Orleans,LOCATION,29.9759983,-90.0782127,7.0
2807032,2807156,uc2.ark:/13960/t8mc8s37n,327,America,LOCATION,51.4371483,5.9799001,12.0
253552,253554,mdp.39015019145260,271,Europe,LOCATION,51.0,10.0,4.0
1306826,1306875,uc1.b3711121,26,America,LOCATION,51.4371483,5.9799001,12.0
480006,480017,mdp.39015040637855,118,Charlestown,LOCATION,43.2387,-72.424622,1.0
861254,861279,mdp.39015004184241,203,Colorado,LOCATION,38.7251776,-105.607716,1.0
1114010,1114035,mdp.39015031795100,128,Bermuda,LOCATION,32.3018217,-64.7603583,2.0
41679,41680,mdp.39015015209623,232,Harlem,LOCATION,40.8078786,-73.9454154,13.0
796107,796126,uc1.b3462818,127,Hars,LOCATION,32.1139976,35.1406093,2.0
1893647,1893737,mdp.39015008629795,245,Chinatown,LOCATION,40.7164913,-73.9962504,2.0
1165608,1165633,nc01.ark:/13960/t9p279r4b,304,Georgetown,LOCATION,6.8137426,-58.1624465,1.0
